type,source,episodes,status,airing,rating,score,scored_by,popularity,members,genre
ONA,Original,3,FinishedAiring,FALSE,G-AllAges,5.64,108,9928,403,"Action,Comedy,Fantasy"
OVA,Visualnovel,3,FinishedAiring,FALSE,Rx-Hentai,6.2,1423,5081,4511,"Hentai,Yuri"
OVA,Unknown,2,FinishedAiring,FALSE,R+-MildNudity,5.9,10,10632,275,"Drama,Josei,Romance"
OVA,Manga,2,FinishedAiring,FALSE,R+-MildNudity,6.11,5473,3747,9571,"Ecchi,Fantasy,Romance,Comedy,Shounen"
TV,Game,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.85,15874,1968,34064,"Action,Comedy,Demons,Fantasy,Magic"
OVA,Manga,3,FinishedAiring,FALSE,PG-13-Teens13orolder,7.27,9818,2647,20390,"Action,Comedy,Police,Seinen"
Special,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.02,1173,5118,4455,"Comedy,Ecchi,Military"
Special,Manga,6,FinishedAiring,FALSE,PG-13-Teens13orolder,5.9,31,9314,592,"Sci-Fi,Comedy"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,5.87,52,11275,196,"Romance,Historical"
TV,Manga,39,FinishedAiring,FALSE,G-AllAges,6.87,268,8859,726,"Adventure,Fantasy,Shoujo"
Special,4-komamanga,6,FinishedAiring,FALSE,PG-13-Teens13orolder,6.66,1062,6227,2684,"Comedy,Music,SliceofLife"
TV,Original,12,FinishedAiring,FALSE,PG-13-Teens13orolder,7.65,72416,559,147291,"Action,Sports,Military,School"
Special,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.8,304,9391,539,"SliceofLife,Romance,Drama"
TV,Lightnovel,12,FinishedAiring,FALSE,R-17+(violence&profanity),7.75,193030,168,336877,"Action,Romance,Ecchi,Fantasy,School"
TV,Original,5,FinishedAiring,FALSE,PG-Children,5.5,32,12217,137,"Action,Adventure,Cars,Comedy,Kids,Police"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,6.84,1589,4961,4775,"Harem,Hentai,School,Yuri"
TV,Game,13,FinishedAiring,FALSE,G-AllAges,6.24,104,10014,382,"Action,Comedy"
Movie,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.97,524,7667,1350,"Drama,Romance,Sports"
Movie,Manga,1,FinishedAiring,FALSE,G-AllAges,8.3,7645,3128,14475,"Action,Mystery,Police,Shounen"
TV,Original,0,FinishedAiring,FALSE,G-AllAges,6,9,11928,151,"SliceofLife,Kids"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,6.47,1011,6331,2570,Hentai
TV,Other,26,FinishedAiring,FALSE,None,7.14,202,8989,678,"Adventure,Comedy,Historical"
TV,Original,51,FinishedAiring,FALSE,G-AllAges,7.39,2048,4398,6448,"Magic,Comedy,Shoujo"
Special,Original,25,FinishedAiring,FALSE,PG-13-Teens13orolder,7.05,577,5377,3874,Comedy
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.93,296,8803,751,"Action,Adventure,Sci-Fi,Space"
OVA,Original,2,FinishedAiring,FALSE,Rx-Hentai,6.33,799,6641,2210,"Adventure,Comedy,Hentai"
TV,Lightnovel,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.94,44303,866,100751,"Comedy,Parody,Romance,Ecchi,School"
OVA,Unknown,6,FinishedAiring,FALSE,PG-13-Teens13orolder,6.71,451,7990,1160,"Action,Fantasy,Magic,Shounen"
TV,Original,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.57,2205,3941,8435,"SliceofLife,Comedy,School"
Special,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,8.64,36043,1201,67787,"Adventure,SliceofLife,Mystery,Historical,Supernatural,Fantasy,Seinen"
TV,Manga,26,FinishedAiring,FALSE,PG-13-Teens13orolder,6.67,923,6164,2752,"Action,Adventure,Comedy,Supernatural,Vampire"
TV,Unknown,26,FinishedAiring,FALSE,PG-Children,6.75,28,10577,281,Kids
TV,Original,9,FinishedAiring,FALSE,G-AllAges,5.62,1272,5890,3094,Comedy
Unknown,Lightnovel,0,Notyetaired,FALSE,None,0,1,11140,214,"Action,Adventure,Fantasy"
Special,Original,9,FinishedAiring,FALSE,PG-13-Teens13orolder,6.25,176,8217,1033,"Sci-Fi,Comedy"
TV,Original,26,FinishedAiring,FALSE,PG-13-Teens13orolder,7.43,29622,1339,60651,"Action,Sci-Fi,Adventure,SuperPower,Drama"
Special,Original,1,FinishedAiring,FALSE,PG-13-Teens13orolder,5.08,313,7022,1857,SliceofLife
Music,Original,1,FinishedAiring,FALSE,G-AllAges,4,7,14240,31,"Music,Kids"
OVA,Manga,1,FinishedAiring,FALSE,Rx-Hentai,5.44,418,7714,1320,"Comedy,Hentai,School"
ONA,Other,1,FinishedAiring,FALSE,G-AllAges,4.22,37,11986,149,"Comedy,Music,Parody"
OVA,Original,1,FinishedAiring,FALSE,R+-MildNudity,7.11,14871,2387,24504,"Comedy,Drama,Romance"
TV,Manga,63,FinishedAiring,FALSE,G-AllAges,6.69,646,7775,1280,"Comedy,SliceofLife"
OVA,Game,2,FinishedAiring,FALSE,R+-MildNudity,5.51,417,7984,1162,"Action,Adventure,Mecha,Sci-Fi"
Music,Original,1,FinishedAiring,FALSE,PG-Children,5.54,120,10911,234,"Action,Music"
Movie,Unknown,1,FinishedAiring,FALSE,R+-MildNudity,4.45,22,11132,211,
TV,Novel,46,FinishedAiring,FALSE,G-AllAges,7.81,5407,3639,10271,"SliceofLife,Historical,Drama,Shoujo"
OVA,Visualnovel,3,FinishedAiring,FALSE,Rx-Hentai,6,520,7103,1781,Hentai
TV,Original,0,CurrentlyAiring,TRUE,G-AllAges,3.25,4,13644,69,"Fantasy,Kids,Music"
Movie,Unknown,1,FinishedAiring,FALSE,None,4.83,12,13217,89,"Adventure,Drama,Military"
TV,Original,22,FinishedAiring,FALSE,G-AllAges,6.63,834,6037,2898,"Adventure,Music"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,6.7,163,9158,616,"SliceofLife,Adventure,Drama"
Special,Unknown,4,FinishedAiring,FALSE,G-AllAges,6.8,792,7107,1778,Comedy
Special,Unknown,6,FinishedAiring,FALSE,PG-13-Teens13orolder,6.07,515,7078,1802,Fantasy
Music,Original,1,FinishedAiring,FALSE,G-AllAges,5.44,209,9681,454,"Music,Kids"
Special,Visualnovel,1,FinishedAiring,FALSE,Rx-Hentai,6.28,545,7453,1498,"Hentai,Supernatural"
Special,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,8.28,13608,2287,26240,"Action,Adventure,Comedy,Drama,Fantasy,Shounen,SuperPower"
TV,Unknown,52,FinishedAiring,FALSE,PG-Children,5.99,50,11083,216,"Fantasy,Kids"
Music,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.45,931,7531,1445,"Fantasy,Music"
Music,Original,1,FinishedAiring,FALSE,G-AllAges,5.2,58,12428,127,"Music,Kids"
ONA,Unknown,1,FinishedAiring,FALSE,R-17+(violence&profanity),4.06,1568,6613,2246,"Comedy,Horror"
ONA,Unknown,1,FinishedAiring,FALSE,R-17+(violence&profanity),5.08,2194,5803,3215,"Comedy,Horror,Supernatural,Thriller"
OVA,Unknown,2,FinishedAiring,FALSE,PG-13-Teens13orolder,6.06,2035,5295,4042,Romance
Movie,Unknown,1,FinishedAiring,FALSE,R+-MildNudity,7.2,6349,3446,11695,"Action,Space,Comedy,Sci-Fi,Shounen"
TV,Lightnovel,25,FinishedAiring,FALSE,PG-13-Teens13orolder,7.64,915986,3,1301616,"Action,Adventure,Fantasy,Game,Romance"
TV,Game,24,FinishedAiring,FALSE,R-17+(violence&profanity),7.56,38961,687,123155,"Action,Adventure,Demons,Supernatural,Magic,Fantasy"
ONA,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.75,32,12947,103,"Adventure,Kids"
Movie,Novel,1,FinishedAiring,FALSE,G-AllAges,6.09,239,8810,752,Adventure
OVA,Unknown,6,FinishedAiring,FALSE,G-AllAges,5.21,14,12582,118,"Historical,Kids"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,5.24,371,8945,695,"Military,Adventure,Comedy"
OVA,Original,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.44,1134,6380,2506,"Drama,Mecha,Military,Sci-Fi"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,5.94,1103,6877,1980,Music
Movie,Original,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.49,14757,2346,25265,"Action,Mystery,SuperPower,Supernatural"
OVA,Visualnovel,1,FinishedAiring,FALSE,Rx-Hentai,5.97,430,7879,1226,"Fantasy,Romance,Hentai,Drama"
Special,Original,2,FinishedAiring,FALSE,G-AllAges,5.02,488,8032,1139,SliceofLife
Movie,Lightnovel,1,FinishedAiring,FALSE,R+-MildNudity,8.09,113031,316,226795,"Action,Game,Adventure,Romance,Fantasy"
TV,4-komamanga,12,FinishedAiring,FALSE,PG-13-Teens13orolder,7.36,40582,815,106569,"SliceofLife,Comedy,School,Seinen"
ONA,Unknown,24,FinishedAiring,FALSE,G-AllAges,6.22,9,13491,77,"Comedy,Kids"
Special,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.84,19,12066,144,"School,Sports"
TV,Unknown,23,FinishedAiring,FALSE,PG-13-Teens13orolder,6.53,51,10385,315,"Action,Fantasy"
Special,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.34,2104,5293,4036,"Historical,Samurai"
TV,Visualnovel,13,FinishedAiring,FALSE,PG-13-Teens13orolder,6.52,2430,4392,6462,"Drama,Harem,Romance,School,Sci-Fi,SliceofLife"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,5.21,69,12086,144,"Music,Kids,Romance"
ONA,Game,18,FinishedAiring,FALSE,PG-Children,7.57,9207,3025,15444,"Action,Adventure,Fantasy,Game,Kids"
Special,Unknown,2,FinishedAiring,FALSE,PG-13-Teens13orolder,7.13,3280,3742,9592,Comedy
ONA,Manga,1,FinishedAiring,FALSE,G-AllAges,5.84,205,9002,675,Comedy
Special,Game,51,FinishedAiring,FALSE,PG-Children,6.95,436,7320,1607,"Comedy,Shoujo"
TV,Unknown,27,FinishedAiring,FALSE,G-AllAges,6.89,28,11191,204,"Sports,Shounen"
OVA,Unknown,1,FinishedAiring,FALSE,Rx-Hentai,5.63,738,7098,1783,"Fantasy,Hentai,Military"
OVA,Manga,1,FinishedAiring,FALSE,R+-MildNudity,6.05,3467,4215,7248,"Action,Demons,Horror"
ONA,Original,1,FinishedAiring,FALSE,G-AllAges,5.18,28,13822,61,"Fantasy,Kids"
TV,Manga,12,FinishedAiring,FALSE,PG-13-Teens13orolder,8.15,502213,15,846498,"Action,Adventure,Comedy,Supernatural,Shounen"
Movie,Manga,1,FinishedAiring,FALSE,G-AllAges,6.76,25,13025,97,"Comedy,Kids,Sci-Fi,Shounen"
ONA,Manga,9,FinishedAiring,FALSE,PG-13-Teens13orolder,5.99,3994,3648,10213,"SliceofLife,Comedy,Supernatural"
TV,Manga,22,FinishedAiring,FALSE,G-AllAges,6.11,36,10843,244,"Comedy,MartialArts,Police,Sports"
TV,Manga,52,FinishedAiring,FALSE,PG-13-Teens13orolder,7.69,65426,523,153958,"Action,Harem,Comedy,Parody,Romance,Shounen"
OVA,Original,6,FinishedAiring,FALSE,R+-MildNudity,7.17,4578,3773,9395,"Action,Adventure,Comedy,Drama,Ecchi,Mecha,Romance,Sci-Fi"
Special,Unknown,2,FinishedAiring,FALSE,PG-13-Teens13orolder,6.28,271,8159,1061,"School,Sports"
OVA,Unknown,1,FinishedAiring,FALSE,R-17+(violence&profanity),7.45,2192,4947,4819,"Action,MartialArts"
OVA,Manga,1,FinishedAiring,FALSE,Rx-Hentai,6.55,921,6260,2645,Hentai
OVA,Unknown,9,FinishedAiring,FALSE,PG-13-Teens13orolder,5.97,126,10102,365,Dementia
Movie,Other,1,FinishedAiring,FALSE,G-AllAges,5.08,13,13425,80,"Action,Adventure,Fantasy"
TV,Manga,50,FinishedAiring,FALSE,G-AllAges,6.01,162,8171,1057,"Action,Adventure,Kids"
TV,Unknown,52,FinishedAiring,FALSE,G-AllAges,6.27,73,10672,270,Kids
ONA,Original,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.18,17,11402,185,"Comedy,Romance"
OVA,Lightnovel,3,FinishedAiring,FALSE,R-17+(violence&profanity),7.05,3008,4229,7188,"Action,Romance,Supernatural,Historical,Drama,Shoujo,ShounenAi"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.31,13,13069,95,"Adventure,Kids"
OVA,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.98,21869,1708,42794,"Comedy,Shounen,Supernatural"
TV,Manga,36,FinishedAiring,FALSE,None,6.75,12,11798,160,Comedy
Special,Unknown,2,FinishedAiring,FALSE,G-AllAges,5.8,94,10308,328,"Comedy,Sci-Fi,Seinen"
TV,Unknown,156,FinishedAiring,FALSE,G-AllAges,7.13,15,11902,154,"Action,Sports"
TV,Original,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.99,18317,1570,48021,"Action,Sci-Fi,Comedy,Mecha"
OVA,Manga,1,FinishedAiring,FALSE,G-AllAges,6.33,67,10375,318,"Adventure,Shoujo"
OVA,Manga,3,FinishedAiring,FALSE,R+-MildNudity,7.77,16793,1905,35932,"Sci-Fi,Harem,Comedy,Romance,Ecchi,School,Shounen"
TV,Manga,52,FinishedAiring,FALSE,PG-Children,7.04,40258,1005,83799,"Sci-Fi,Adventure,Comedy,Supernatural,Magic,Romance,Fantasy,Shoujo"
Movie,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.87,516,7778,1274,"Drama,Romance,Sports"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,5.13,8,13208,89,"Kids,Sports"
TV,Unknown,25,FinishedAiring,FALSE,PG-13-Teens13orolder,6.72,32,10764,254,"Action,Adventure,Comedy,Mecha,Sci-Fi"
TV,Lightnovel,12,FinishedAiring,FALSE,PG-13-Teens13orolder,7.25,12510,2297,26007,"Comedy,Ecchi,School,Sports"
ONA,Manga,13,FinishedAiring,FALSE,G-AllAges,6.7,79,9607,478,"Action,Comedy,Ecchi,Samurai,Seinen"
TV,Original,100,FinishedAiring,FALSE,PG-13-Teens13orolder,7.66,3402,2933,16774,"Music,Comedy"
TV,Manga,51,FinishedAiring,FALSE,G-AllAges,6.89,705,4857,5026,SliceofLife
TV,Novel,26,CurrentlyAiring,TRUE,PG-13-Teens13orolder,7.15,4162,2046,31852,"Demons,Supernatural"
OVA,Music,1,FinishedAiring,FALSE,R-17+(violence&profanity),5.93,1681,5920,3059,"Action,Supernatural,Fantasy"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,5.21,42,13413,80,Music
Special,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.02,7645,3191,14026,"Comedy,Drama,Romance"
OVA,Unknown,2,FinishedAiring,FALSE,Rx-Hentai,5.85,756,6753,2100,"Hentai,Psychological"
Movie,Novel,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.02,705,6042,2897,"Action,Adventure,Historical"
Special,Visualnovel,2,FinishedAiring,FALSE,PG-13-Teens13orolder,7.42,19903,2025,32321,"Romance,Supernatural,Comedy,Historical,Drama"
ONA,Original,0,CurrentlyAiring,TRUE,G-AllAges,4.33,3,13625,70,SliceofLife
OVA,Unknown,6,FinishedAiring,FALSE,PG-13-Teens13orolder,7.34,19734,1863,37170,"Romance,School"
TV,Lightnovel,13,FinishedAiring,FALSE,PG-13-Teens13orolder,7.27,120554,310,230062,"Comedy,Harem,Romance,School"
TV,Other,26,FinishedAiring,FALSE,PG-Children,6.55,61,10652,269,"Kids,Space"
OVA,Original,1,FinishedAiring,FALSE,G-AllAges,6.62,37,11762,161,Comedy
Music,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.68,844,7666,1352,Music
TV,Novel,26,FinishedAiring,FALSE,G-AllAges,7.12,654,7405,1532,"Kids,SliceofLife,Comedy,Historical,School,Shoujo"
OVA,Unknown,1,FinishedAiring,FALSE,Rx-Hentai,5.01,72,10570,282,Hentai
TV,Manga,12,FinishedAiring,FALSE,R+-MildNudity,7.08,3283,4249,7099,"Comedy,Romance,Sci-Fi"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,5.17,23,11406,187,"Adventure,Comedy,SliceofLife"
Movie,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.77,924,6420,2463,"Action,Drama,Sci-Fi,Space"
TV,Visualnovel,13,FinishedAiring,FALSE,PG-13-Teens13orolder,6.81,48647,704,121199,"Action,Comedy,Supernatural,Romance,School"
TV,Lightnovel,13,FinishedAiring,FALSE,R-17+(violence&profanity),7.89,78136,519,155865,"Action,Adventure,Fantasy,Military"
OVA,Unknown,1,FinishedAiring,FALSE,None,5,18,12567,120,"Adventure,Fantasy"
Special,Original,1,FinishedAiring,FALSE,G-AllAges,5.29,108,10451,303,"SliceofLife,Comedy"
ONA,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.43,929,6490,2387,"Action,Sci-Fi,Mecha"
OVA,Game,6,FinishedAiring,FALSE,PG-13-Teens13orolder,6.87,3689,3992,8183,"Action,Drama,Mecha,Sci-Fi,Shounen"
OVA,Unknown,3,FinishedAiring,FALSE,G-AllAges,5.85,465,7351,1579,"Parody,Comedy,Mecha,Sci-Fi"
Special,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.95,714,6722,2140,"Comedy,Romance,Drama"
TV,Game,26,FinishedAiring,FALSE,None,6,134,6610,2252,"Action,Adventure,Fantasy,Game,Magic"
TV,Unknown,26,FinishedAiring,FALSE,G-AllAges,5.75,16,10946,230,Kids
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,5.97,747,6449,2434,Hentai
TV,Lightnovel,13,FinishedAiring,FALSE,PG-13-Teens13orolder,7.23,43892,737,116384,"Action,Fantasy"
TV,Unknown,13,FinishedAiring,FALSE,PG-13-Teens13orolder,5.83,1433,5877,3104,"Comedy,Fantasy,School"
TV,Other,26,FinishedAiring,FALSE,G-AllAges,8.66,6346,2546,21890,"SliceofLife,Comedy,Kids"
OVA,Original,4,FinishedAiring,FALSE,R-17+(violence&profanity),4.92,36,11418,187,"Comedy,Horror"
OVA,Manga,2,FinishedAiring,FALSE,PG-13-Teens13orolder,6.25,632,7373,1562,"Action,MartialArts,School"
TV,Manga,13,FinishedAiring,FALSE,PG-13-Teens13orolder,7.89,3882,3929,8471,"Action,Comedy,Mystery,Shounen"
TV,Game,140,FinishedAiring,FALSE,PG-Children,7.62,1607,3515,11138,"Music,SliceofLife,School,Shoujo"
TV,4-komamanga,13,FinishedAiring,FALSE,PG-13-Teens13orolder,5.61,10146,2493,22769,"SliceofLife,Comedy,School"
Special,Unknown,2,FinishedAiring,FALSE,PG-13-Teens13orolder,6.53,2218,4826,5143,"Action,Adventure,Sci-Fi"
TV,Manga,51,FinishedAiring,FALSE,PG-13-Teens13orolder,7.07,2949,4204,7293,"Action,Comedy,Drama,Ecchi,Fantasy,Horror,Magic,Shounen"
TV,Manga,0,Notyetaired,FALSE,R-17+(violence&profanity),0,1,9321,558,"Seinen,Supernatural"
TV,Original,13,FinishedAiring,FALSE,PG-13-Teens13orolder,6.13,562,6876,1980,"Mystery,Psychological,Supernatural"
Special,Game,1,FinishedAiring,FALSE,PG-Children,6.83,2555,4766,5328,"Adventure,Fantasy,Kids"
ONA,Unknown,12,FinishedAiring,FALSE,PG-Children,6.74,335,7229,1675,Drama
Movie,Manga,1,FinishedAiring,FALSE,R+-MildNudity,6.57,573,7156,1738,"Action,Sci-Fi,SuperPower"
OVA,Manga,1,FinishedAiring,FALSE,Rx-Hentai,5.74,388,8496,888,Hentai
OVA,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,5.44,27,11308,192,Sports
TV,Original,50,FinishedAiring,FALSE,PG-13-Teens13orolder,8.02,18610,1851,37363,"Military,Sci-Fi,Space,Drama,Romance,Mecha"
Special,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.22,158,8927,703,Ecchi
OVA,Unknown,2,FinishedAiring,FALSE,Rx-Hentai,5.84,908,6410,2470,Hentai
ONA,Unknown,4,FinishedAiring,FALSE,PG-Children,3.29,24,13503,76,"Comedy,Kids"
OVA,Original,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.92,375,8029,1139,Action
TV,Unknown,26,FinishedAiring,FALSE,PG-Children,7.43,11106,2716,19335,"Adventure,Comedy,Mecha,Sci-Fi,Shounen,Sports"
TV,Lightnovel,24,FinishedAiring,FALSE,PG-13-Teens13orolder,7.27,9381,2409,24051,"Action,Adventure,Comedy,Demons,Fantasy,Magic"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,4.79,61,12214,137,Dementia
OVA,Unknown,6,FinishedAiring,FALSE,PG-13-Teens13orolder,6.84,3038,4381,6486,"Action,Adventure,Cars,Comedy,Sci-Fi,Shounen"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,5.67,15,12713,113,"Kids,Fantasy,Comedy"
OVA,Unknown,4,FinishedAiring,FALSE,G-AllAges,4.88,16,12746,111,"Fantasy,Kids"
Movie,Original,1,FinishedAiring,FALSE,PG-13-Teens13orolder,8.45,58463,763,113601,"Drama,Magic,Psychological,Thriller"
Special,Unknown,2,FinishedAiring,FALSE,G-AllAges,6.19,51,10730,257,"Drama,Historical,SliceofLife"
OVA,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.43,13950,2169,28672,"Comedy,Romance,School,Shoujo"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,5.15,39,13553,74,Music
Special,Unknown,3,FinishedAiring,FALSE,G-AllAges,4.82,34,13278,86,"Kids,Comedy"
Movie,Other,1,FinishedAiring,FALSE,G-AllAges,5.28,287,9207,596,"Action,Comedy"
Special,Original,1,FinishedAiring,FALSE,G-AllAges,3.4,15,14221,32,Music
Movie,Original,1,FinishedAiring,FALSE,PG-13-Teens13orolder,8.1,58554,686,123327,"Comedy,Romance,SliceofLife"
TV,Visualnovel,13,FinishedAiring,FALSE,PG-13-Teens13orolder,6.64,14533,2217,27746,"Comedy,Drama,Romance,SliceofLife"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,6.64,992,6245,2660,Hentai
TV,Unknown,12,FinishedAiring,FALSE,PG-Children,5.82,11,12948,102,"Kids,SliceofLife"
Special,Other,12,FinishedAiring,FALSE,G-AllAges,4.92,65,11596,173,Fantasy
TV,Novel,16,FinishedAiring,FALSE,PG-Children,6.26,4188,3530,11039,"Mystery,School"
TV,Original,39,FinishedAiring,FALSE,PG-13-Teens13orolder,7.38,9866,2505,22459,"Sci-Fi,Adventure,Space,Drama,Mecha"
Special,Manga,2,FinishedAiring,FALSE,R-17+(violence&profanity),7.05,554,7087,1793,"Drama,Sci-Fi"
TV,Unknown,13,FinishedAiring,FALSE,None,4.67,9,13605,71,"Adventure,Comedy,Fantasy"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,5.81,439,7424,1517,Hentai
Special,Manga,3,FinishedAiring,FALSE,PG-13-Teens13orolder,6.49,110,9059,658,"Action,Fantasy,Shounen"
TV,Novel,13,FinishedAiring,FALSE,R-17+(violence&profanity),8.44,374576,43,666060,"Action,Supernatural,Magic,Fantasy"
TV,Original,12,FinishedAiring,FALSE,PG-13-Teens13orolder,5.15,120,5984,2970,Game
TV,Original,156,FinishedAiring,FALSE,G-AllAges,5.77,39,11259,198,"Adventure,Comedy,Kids"
Special,Unknown,1,FinishedAiring,FALSE,PG-Children,6.27,15,12697,114,"Comedy,Kids,Fantasy"
OVA,Unknown,1,FinishedAiring,FALSE,None,4.22,110,9797,429,"Action,Fantasy"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,4.94,33,13766,64,Music
OVA,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.9,57,11131,209,"Fantasy,Kids"
Music,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.23,963,7007,1876,"Action,Adventure,Magic,SuperPower,Music,Sci-Fi"
OVA,Manga,2,FinishedAiring,FALSE,R+-MildNudity,7.3,15064,2093,30448,"Drama,Romance,School,Shounen"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,7.65,7383,3157,14279,"Drama,Historical"
TV,Visualnovel,10,FinishedAiring,FALSE,R-17+(violence&profanity),7.73,29186,1351,60051,"Action,Drama,Historical,Josei,Samurai,Supernatural"
Movie,Unknown,1,FinishedAiring,FALSE,None,6.42,48,10183,346,"Comedy,Kids"
Movie,Game,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.65,19543,2006,32740,Action
Special,Original,4,FinishedAiring,FALSE,PG-13-Teens13orolder,4.8,5,13927,51,"Comedy,Parody"
OVA,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.71,7,13501,75,"Drama,Kids,SuperPower"
Movie,Game,1,FinishedAiring,FALSE,G-AllAges,6.12,413,8414,930,"Fantasy,Magic,Comedy"
TV,Manga,137,FinishedAiring,FALSE,PG-13-Teens13orolder,7.34,1546,4798,5242,"Adventure,Comedy,Sports,Shounen"
Special,Unknown,1,FinishedAiring,FALSE,PG-Children,5.32,19,12714,113,"Comedy,Fantasy,Kids"
Movie,Original,1,FinishedAiring,FALSE,PG-Children,6.25,1078,5120,4433,"Music,Sports,Shoujo"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.85,48,11450,182,Fantasy
OVA,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.33,27,12095,142,"Fantasy,Kids"
Movie,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.93,43,10779,252,"Action,Historical"
Special,Original,1,FinishedAiring,FALSE,G-AllAges,5.76,1567,6111,2817,Fantasy
Movie,Visualnovel,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.22,7835,2441,23539,"Fantasy,Harem,Romance,Shoujo"
OVA,Other,1,FinishedAiring,FALSE,PG-Children,6.64,45,10879,238,"Action,Sci-Fi,Space,SuperPower,Shounen"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,6.06,696,6791,2058,Hentai
TV,Manga,45,FinishedAiring,FALSE,G-AllAges,7.73,1993,4353,6607,"Adventure,Comedy,Magic,Fantasy,Shounen"
TV,Unknown,13,FinishedAiring,FALSE,PG-13-Teens13orolder,6.79,853,6236,2668,"Sci-Fi,Space,Drama"
TV,Manga,13,FinishedAiring,FALSE,G-AllAges,7.06,16,10720,261,"Romance,Shoujo"
OVA,Unknown,2,FinishedAiring,FALSE,G-AllAges,6.42,64,10519,291,"Action,Adventure,Fantasy,Comedy,Mecha,Sci-Fi"
TV,Lightnovel,24,FinishedAiring,FALSE,PG-13-Teens13orolder,7.73,112113,286,243644,"Comedy,Supernatural,Magic,Romance,School"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,6.4,199,7864,1240,Adventure
OVA,Manga,2,CurrentlyAiring,TRUE,R-17+(violence&profanity),7.38,5104,3055,15155,"Action,Mystery,Supernatural,Shounen"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,4.95,61,11300,196,"Action,Space,Mecha,Sci-Fi"
TV,Original,26,FinishedAiring,FALSE,R-17+(violence&profanity),8.5,298034,67,544112,"Action,Adventure,Comedy,Historical,Samurai,Shounen"
TV,Manga,24,FinishedAiring,FALSE,PG-13-Teens13orolder,6.11,498,7054,1826,"Action,Sci-Fi,Comedy,Magic,Mecha"
Movie,Manga,1,FinishedAiring,FALSE,PG-Children,7.41,348,8479,894,"Adventure,Comedy,Kids,Fantasy,Shounen"
Movie,Other,1,FinishedAiring,FALSE,G-AllAges,5.56,9,12965,101,Fantasy
