anime_id,title,type,source,status,rating,score,rank,popularity,genre
1782,Hyakki,OVA,Visual novel,Finished Airing,Rx - Hentai,5.81,0,7204,"Hentai, Horror"
1783,Imouto Jiru,OVA,Visual novel,Finished Airing,Rx - Hentai,6.59,0,4191,Hentai
1784,Injuu Nerawareta Hanayome,OVA,Unknown,Finished Airing,Rx - Hentai,5.5,0,8061,Hentai
1785,Little Monica Monogatari,OVA,Unknown,Finished Airing,Rx - Hentai,6.54,0,4335,Hentai
1786,Sprite: Between Two Worlds,OVA,Unknown,Finished Airing,R+ - Mild Nudity,6.05,7245,8162,"Comedy, Ecchi, Romance, School"
1787,Viper GTS,OVA,Visual novel,Finished Airing,Rx - Hentai,7.09,0,3846,"Demons, Hentai"
1788,Yuuguu Settai: Kotou no Gokuraku e Youkoso,OVA,Visual novel,Finished Airing,Rx - Hentai,5.77,0,6318,Hentai
1789,Argento Soma Special,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.5,5589,6077,"Action, Mecha, Sci-Fi"
1790,Tactical Roar Special,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.91,7555,7593,"Action, Comedy, Ecchi, Military, Romance, Sci-Fi"
1791,Ai Doll,OVA,Visual novel,Finished Airing,Rx - Hentai,5.89,0,6424,"Hentai, Drama"
1792,Overman King Gainer,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.96,3712,4087,"Action, Adventure, Mecha, Sci-Fi, Shounen"
1793,Kaze no Na wa Amnesia,Movie,Light novel,Finished Airing,R+ - Mild Nudity,6.53,5485,3635,"Action, Dementia, Drama, Sci-Fi"
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,OVA,Light novel,Finished Airing,R+ - Mild Nudity,6.55,5401,6340,"Action, Sci-Fi, Adventure, Comedy, Police"
1795,Dirty Pair: Bouryaku no 005-bin,OVA,Light novel,Finished Airing,PG-13 - Teens 13 or older,6.91,3868,6495,"Action, Sci-Fi, Adventure, Comedy, Police"
1796,Dirty Pair: The Movie,Movie,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.16,2952,5147,"Action, Sci-Fi, Adventure, Comedy, Police"
1797,Animation Seisaku Shinkou Kuromi-chan,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.99,3586,4324,"Comedy, Parody, Drama"
1798,Animation Seisaku Shinkou Kuromi-chan 2,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,7,3555,5170,"Comedy, Parody, Drama"
1799,Fatal Fury: Legend of the Hungry Wolf,OVA,Game,Finished Airing,PG-13 - Teens 13 or older,6.58,5278,4441,"Action, Adventure, Drama, Martial Arts, Romance, Shounen"
1800,Fatal Fury 2: The New Battle,OVA,Game,Finished Airing,PG-13 - Teens 13 or older,6.85,4101,4572,"Action, Adventure, Drama, Martial Arts, Shounen"
1802,Dirty Pair Flash,OVA,Light novel,Finished Airing,PG-13 - Teens 13 or older,6.78,4393,4747,"Action, Adventure, Police, Comedy, Sci-Fi"
1803,Dirty Pair: Lovely Angels yori Ai wo Komete,OVA,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.11,3154,6229,"Action, Adventure, Comedy, Police, Sci-Fi"
1804,Koko wa Green Wood,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.94,3782,4833,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural"
1805,Master Mosquiton,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.82,4244,5554,"Action, Adventure, Comedy, Demons, Supernatural, Vampire"
1806,Master Mosquiton &#039;99,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.67,4895,6164,"Action, Adventure, Comedy, Supernatural, Vampire"
1807,Prism Ark,TV,Visual novel,Finished Airing,R+ - Mild Nudity,6.55,5424,2762,"Action, Fantasy, Magic, Comedy, Drama"
1808,Kamichama Karin,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.46,1777,1916,"Comedy, Fantasy, Magic, Romance, School, Shoujo"
1810,Kyoushirou to Towa no Sora,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.61,5160,2015,"Drama, Magic, Romance, Shounen"
1811,Bounty Dog: Getsumen no Ibu,OVA,Original,Finished Airing,R - 17+ (violence & profanity),5.63,8135,6716,"Action, Sci-Fi, Space"
1812,Hanoka,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,4.02,9450,6714,Sci-Fi
1813,Genshiken OVA,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.72,1060,1803,"Parody, Slice of Life, Comedy"
1815,Shakugan no Shana Movie,Movie,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.44,1865,1552,"Action, Supernatural, Fantasy"
1816,Sonic X,TV,Game,Finished Airing,PG - Children,6.52,5529,1871,"Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen"
1817,DearS: Kin no Tama desu no?,Special,Manga,Finished Airing,R+ - Mild Nudity,6.94,3769,2648,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
1818,Claymore,TV,Manga,Finished Airing,R+ - Mild Nudity,7.87,752,119,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen"
1819,Daimajuu Gekitou: Hagane no Oni,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.35,8600,7431,"Mecha, Horror, Sci-Fi"
1820,Power Dolls,OVA,Game,Finished Airing,R+ - Mild Nudity,5.51,8360,7984,"Action, Adventure, Mecha, Sci-Fi"
1821,Guren,OVA,Visual novel,Finished Airing,Rx - Hentai,6.3,0,5507,"Harem, Hentai"
1822,The Hakkenden,OVA,Novel,Finished Airing,R - 17+ (violence & profanity),6.71,4737,4871,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen"
1823,Shin Hakkenden,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.28,2504,5626,"Action, Adventure, Martial Arts, Sci-Fi"
1824,Hadashi no Gen,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.88,735,2479,"Drama, Historical"
1825,Hadashi no Gen 2,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.46,1772,4448,"Drama, Historical, Shounen"
1826,Deltora Quest,TV,Book,Finished Airing,PG - Children,7.08,3256,3175,"Adventure, Kids, Fantasy"
1827,Seirei no Moribito,TV,Novel,Finished Airing,PG-13 - Teens 13 or older,8.21,308,630,"Action, Adventure, Historical, Fantasy"
1828,Catblue: Dynamite,ONA,Unknown,Finished Airing,R - 17+ (violence & profanity),6.23,6609,7525,"Action, Fantasy"
1829,Gedo Senki,Movie,Novel,Finished Airing,PG-13 - Teens 13 or older,7.13,3072,1125,"Adventure, Fantasy, Magic"
1830,Utawarerumono Specials,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.71,1096,3356,"Action, Fantasy, Comedy, Drama"
1831,Iczer-Girl Iczelion,OVA,Original,Finished Airing,R+ - Mild Nudity,5.73,7926,7382,"Action, Adventure, Sci-Fi"
1832,Meiou Project Zeorymer,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.28,6477,5820,"Action, Sci-Fi, Psychological, Drama, Mecha"
1833,Hyper-Psychic Geo Garaga,Movie,Manga,Finished Airing,R - 17+ (violence & profanity),5.2,8809,8571,"Action, Sci-Fi, Adventure"
1834,Dragon Knight 4,OVA,Visual novel,Finished Airing,Rx - Hentai,5.87,0,6838,"Adventure, Fantasy, Hentai, Magic"
1835,Ryuusei no Rockman,TV,Game,Finished Airing,PG - Children,7.23,2696,3969,"Action, Game, Sci-Fi, Shounen"
1836,Shuffle! Memories,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.62,5134,1792,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen"
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,TV,Light novel,Finished Airing,PG - Children,6.91,3887,5291,"Action, Sci-Fi, Adventure, Comedy, Parody, Shounen"
1838,Mitsu x Mitsu Drops,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.12,7035,2712,"Drama, Romance, School, Shoujo"
1839,Jagainu-kun,TV,Unknown,Finished Airing,G - All Ages,6.6,5211,8047,"Adventure, Fantasy, Kids, Shoujo, Slice of Life"
1840,Zero no Tsukaima: Futatsuki no Kishi,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.67,1185,206,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
1841,Dai Mahou Touge Omake,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.92,3831,4435,Comedy
1842,Major S3,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.36,189,1824,"Drama, Shounen, Sports"
1843,Yomigaeru Sora: Rescue Wings Special,Special,Original,Finished Airing,PG-13 - Teens 13 or older,7.04,3435,6719,"Drama, Military, Seinen"
1844,Clamp Gakuen Tanteidan,TV,Manga,Finished Airing,G - All Ages,7.01,3526,3831,"Action, Mystery, Comedy, Shoujo"
1845,Gaiking: Legend of Daiku-Maryu,TV,Unknown,Finished Airing,G - All Ages,7.26,2561,5882,"Action, Mecha, Sci-Fi"
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.27,2539,4239,"Sports, Romance, Drama"
1847,Rec: Yurusarezarumono,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,7.24,2657,2755,"Comedy, Romance, Drama"
1848,Haou Taikei Ryuu Knight,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.65,4966,6883,"Action, Adventure, Fantasy, Mecha"
1849,Haou Taikei Ryuu Knight: Adeu Legend,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.38,6073,8818,"Action, Adventure, Fantasy, Mecha"
1850,Haou Daikei Ryuu Knight: Adeu Legend II,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.2,6751,9469,"Action, Adventure, Fantasy, Mecha"
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.33,6263,9468,"Parody, Adventure, Fantasy, Comedy, Mecha"
1852,Hidamari Sketch,TV,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,7.48,1695,1504,"Slice of Life, Comedy, School, Seinen"
1853,Cutey Honey F,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.64,5005,4868,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo"
1854,Rockman Hoshi ni Negai wo,OVA,Unknown,Finished Airing,G - All Ages,6.54,5467,6471,"Action, Sci-Fi, Adventure"
1855,JaJa Uma! Quartet,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.17,8861,8166,"Adventure, Comedy, Fantasy, Magic, Shounen"
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,ONA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.27,6508,4883,Comedy
1857,Taiyou no Mokushiroku: A Spirit of the Sun,Special,Manga,Finished Airing,R - 17+ (violence & profanity),7.05,3388,7087,"Drama, Sci-Fi"
1858,Gakuen Utopia Manabi Straight!,TV,Original,Finished Airing,G - All Ages,7.34,2272,2496,"Slice of Life, Comedy, School"
1859,Grappler Baki,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),6.9,3911,4629,"Action, Sports, Martial Arts, Shounen"
1860,Tokyo Majin Gakuen Kenpucho: Tou,TV,Visual novel,Finished Airing,R - 17+ (violence & profanity),7.26,2592,1496,"Action, Horror, Supernatural, Drama, Martial Arts, Fantasy, School"
1861,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.63,1282,3784,"Slice of Life, Comedy, Sports, Drama, School, Shounen"
1862,Strike Witches OVA,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,6.31,6368,2655,"Action, Military, Sci-Fi, Magic, Ecchi"
1863,Silk Road Shounen Yuuto,TV,Unknown,Finished Airing,None,5.88,12151,10353,"Adventure, Fantasy, Historical"
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,TV,Game,Finished Airing,PG-13 - Teens 13 or older,7.12,3125,4251,"Drama, Fantasy, Harem, Romance, Shoujo"
1865,Getsumen To Heiki Mina,TV,Other,Finished Airing,PG-13 - Teens 13 or older,6.38,6071,4697,"Comedy, Parody, Sci-Fi"
1866,Seirei Tsukai,Movie,Unknown,Finished Airing,R+ - Mild Nudity,5.86,7677,6742,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural"
1867,Oira Uchuu no Tankoufu,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),6.39,6049,8286,"Action, Adventure, Sci-Fi, Shounen, Space"
1868,Giniro no Olynsis: Tokito,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.37,6120,4526,"Adventure, Drama, Romance, Mecha"
1869,Nana Recaps,Special,Manga,Finished Airing,R - 17+ (violence & profanity),7.08,3274,3301,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life"
1872,Saru Getchu: On Air,TV,Game,Finished Airing,PG - Children,6.38,6096,8767,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen"
1873,Plawres Sanshirou,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.57,1436,6677,"Adventure, Sports, Mecha, School, Sci-Fi, Shounen"
1874,Love♥Love? Specials,Special,Original,Finished Airing,R+ - Mild Nudity,6.14,6966,5200,"Ecchi, Comedy, Harem, Romance"
1878,Kaze no Shoujo Emily,TV,Novel,Finished Airing,G - All Ages,7.54,1529,5426,"Historical, Drama, Shoujo"
1879,Midnight Eye: Gokuu,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.52,5520,5343,"Action, Sci-Fi, Mystery, Seinen"
1880,Midnight Eye: Gokuu II,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.37,6085,6587,"Action, Sci-Fi, Adventure, Mystery, Super Power, Seinen"
1881,Sasami: Mahou Shoujo Club,TV,Unknown,Finished Airing,PG - Children,6.74,4602,4904,"Fantasy, Magic, School"
1882,Sasami: Mahou Shoujo Club 2,TV,Unknown,Finished Airing,PG - Children,6.84,4164,6154,"Fantasy, Magic, School"
1883,Kappa no Kaikata,TV,Manga,Finished Airing,PG - Children,6.37,6127,7574,Comedy
1884,Himesama Goyoujin,TV,Original,Finished Airing,G - All Ages,6.41,5961,7062,Comedy
1885,Master of Epic: The Animation Age,TV,Game,Finished Airing,PG-13 - Teens 13 or older,6.13,7003,7694,"Fantasy, Game, Comedy"
1886,Fushigiboshi no☆Futagohime Gyu!,TV,Unknown,Finished Airing,G - All Ages,7.26,2559,5918,"Magic, Comedy, Shoujo"
1887,Lucky☆Star,TV,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,7.83,830,135,"Slice of Life, Comedy, Parody, School"
1888,Ichigo Mashimaro OVA,OVA,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,7.79,899,2908,"Comedy, School, Slice of Life"
1889,Higurashi no Naku Koro ni Kai,TV,Visual novel,Finished Airing,R - 17+ (violence & profanity),8.35,193,251,"Mystery, Psychological, Supernatural, Thriller"
1890,Clover,Music,Manga,Finished Airing,PG-13 - Teens 13 or older,6.93,3804,3722,"Drama, Fantasy, Music, Sci-Fi, Shoujo"
1891,YAT Anshin! Uchuu Ryokou,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.16,2987,8015,"Adventure, Comedy, Sci-Fi, Shounen"
1892,YAT Anshin! Uchuu Ryokou 2,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.01,3550,9173,"Adventure, Comedy, Sci-Fi, Shounen"
1893,Azuki-chan,TV,Manga,Finished Airing,G - All Ages,6.83,4176,7197,"Comedy, Romance, Shoujo, Slice of Life"
1894,Yu☆Gi☆Oh!: Hikari no Pyramid,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,6.67,4916,1615,"Adventure, Comedy, Fantasy, Game"
1895,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,OVA,Original,Finished Airing,Rx - Hentai,6.33,0,6182,Hentai
1896,Akibakei Kanojo,OVA,Visual novel,Finished Airing,Rx - Hentai,6.83,0,3490,Hentai
1897,Zettai Muteki Raijin-Oh,TV,Original,Finished Airing,G - All Ages,6.97,3726,8612,"Adventure, Mecha, School, Sci-Fi"
1898,Hikari to Mizu no Daphne Specials,Special,Original,Finished Airing,PG-13 - Teens 13 or older,6.82,4237,6433,"Action, Ecchi, Comedy"
1899,Masou Kishin Cybuster,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.24,6625,7137,"Adventure, Mecha, Sci-Fi, Shounen"
1900,Twin Signal: Family Game,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.48,5700,7919,"Action, Comedy, Mecha, Sci-Fi"
1901,11-nin Iru!,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.23,2670,4619,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space"
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.83,4188,4722,"Comedy, Fantasy"
1903,Stratos 4: Logbook,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.44,5855,7860,"Action, Ecchi, Sci-Fi"
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.7,4754,6478,"Fantasy, Magic, Romance, Supernatural, Demons, Historical, Shoujo"
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,Special,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.49,5640,6806,"Fantasy, Magic, Romance, Supernatural, Historical, Shoujo"
1906,Harukanaru Toki no Naka de: Maihitoyo,Movie,Visual novel,Finished Airing,PG-13 - Teens 13 or older,7.34,2278,5087,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural"
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.64,5010,7367,"Fantasy, Comedy, Supernatural, Demons, Historical, Shoujo"
1908,Lesson XX,OVA,Novel,Finished Airing,PG-13 - Teens 13 or older,6.05,7237,4720,"Romance, Shounen Ai"
1909,Kusatta Kyoushi no Houteishiki,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.22,6696,5805,"Comedy, Romance, Shounen Ai"
1910,Master Keaton OVA,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),7.88,742,5127,"Adventure, Mystery"
1911,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,7.52,1594,3779,"Comedy, Mecha, Shounen"
1912,Marginal Prince: Gekkeiju no Ouji-tachi,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.03,7284,3729,"Romance, School, Shounen Ai"
1913,Shonan Junai Gumi!,OVA,Manga,Finished Airing,R+ - Mild Nudity,7.57,1444,2332,"Action, Comedy, School"
1914,Saiunkoku Monogatari 2nd Season,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,8.16,362,2233,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
1915,Mahou Shoujo Lyrical Nanoha StrikerS,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.72,1064,1766,"Action, Magic, Comedy, Super Power, Drama"
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.03,3467,3816,"Mecha, Military, Sci-Fi, Space"
1917,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.9,3923,3708,"Mecha, Military, Sci-Fi, Space"
1918,Mahou Shoujo Pretty Sammy,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,6.47,5728,4869,"Comedy, Parody, Magic, Fantasy"
1919,Urusei Yatsura OVA,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.52,1596,5827,"Sci-Fi, Adventure, Comedy"
1920,Urusei Yatsura Movie 1: Only You,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.23,2699,4890,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi"
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.87,769,4080,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi"
1922,Urusei Yatsura Movie 3: Remember My Love,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.1,3248,5474,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
1923,Urusei Yatsura Movie 4: Lum The Forever,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,6.88,4015,5594,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
1924,Urusei Yatsura Movie 5: Final,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.63,1284,5542,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,6.99,3620,5686,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
1926,Jishu Seisaku Movie Binchou-tan,Music,Manga,Finished Airing,G - All Ages,6.18,6790,6916,"Slice of Life, Music"
1927,Gakuen Tokusou Hikaruon,OVA,Original,Finished Airing,R - 17+ (violence & profanity),5.81,7757,7585,"Action, Super Power, Martial Arts, School"
1928,Early Reins,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),5.94,7480,6543,"Action, Adventure, Seinen"
1929,Futari wa Precure: Max Heart,TV,Original,Finished Airing,G - All Ages,7.03,3452,3802,"Action, Comedy, Fantasy, Magic, Shoujo"
1930,Futari wa Precure: Max Heart Movie 1,Movie,Original,Finished Airing,G - All Ages,6.94,3771,5435,"Fantasy, Magic, Comedy, Shoujo"
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,Movie,Original,Finished Airing,G - All Ages,7.26,2563,5584,"Fantasy, Magic, Comedy, Shoujo"
1932,Yes! Precure 5,TV,Original,Finished Airing,G - All Ages,7.26,2596,3980,"Action, Fantasy, Magic, School, Shoujo"
1933,Growlanser IV: Wayfarer of the Time,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,5.77,7858,8135,Action
1935,Megazone 23,OVA,Original,Finished Airing,R+ - Mild Nudity,6.91,3851,3849,"Action, Sci-Fi, Music, Mystery, Romance, Mecha"
1936,Misute♡naide Daisy,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,5.66,8088,8469,"Sci-Fi, Comedy, Romance, Shounen"
1937,Nakoruru: Ano Hito kara no Okurimono,OVA,Game,Finished Airing,R+ - Mild Nudity,5.53,8325,7934,"Fantasy, Supernatural, Historical, Drama"
1938,Shin Kaitei Gunkan,OVA,Other,Finished Airing,PG-13 - Teens 13 or older,6.15,6911,8079,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi"
1939,SD Gundam Gaiden,OVA,Original,Finished Airing,PG - Children,5.88,7633,7098,"Adventure, Comedy, Fantasy, Mecha"
1940,Outlanders,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),6.1,7090,5563,"Sci-Fi, Adventure, Comedy, Ecchi, Shounen"
1941,Moonlight Mile 1st Season: Lift Off,TV,Manga,Finished Airing,R+ - Mild Nudity,7.25,2622,4155,"Adventure, Drama, Sci-Fi, Space"
1942,Rocket Girls,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,6.98,3652,4648,"Sci-Fi, Adventure, Space"
1943,Paprika,Movie,Novel,Finished Airing,R+ - Mild Nudity,8.12,416,308,"Sci-Fi, Mystery, Dementia, Horror, Psychological, Thriller, Fantasy"
1944,Photon,OVA,Original,Finished Airing,R+ - Mild Nudity,7.17,2935,3773,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi"
1946,Ashita no Nadja,TV,Original,Finished Airing,G - All Ages,7.66,1188,2851,"Adventure, Drama, Historical, Romance, Shoujo"
1947,Kikou Sennyo Rouran,TV,Original,Finished Airing,PG-13 - Teens 13 or older,5.97,7420,7811,"Action, Fantasy, Mecha"
1949,Mahou no Chocolate,OVA,Original,Finished Airing,G - All Ages,5.34,8625,6350,"Drama, Romance"
1951,Manie-Manie: Meikyuu Monogatari,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,7.06,3342,3135,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural"
1952,Vampire Hunter,OVA,Game,Finished Airing,R - 17+ (violence & profanity),6.78,4431,3484,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy"
1953,Code Geass: Hangyaku no Lelouch Picture Drama,Special,Original,Finished Airing,PG-13 - Teens 13 or older,7.05,3362,1840,"Comedy, School, Slice of Life"
