anime_id,title,type,source,status,rating,score,rank,popularity,genre
1579,Kiniro no Corda: Primo Passo,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,7.63,1273,1138,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo"
1580,Mouryou Senki Madara,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.24,6628,8129,"Adventure, Demons, Supernatural, Shounen"
1581,Gift: Eternal Rainbow,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.74,4575,2364,"Comedy, Drama, Harem, Magic, Romance, School"
1582,Submarine 707R,OVA,Manga,Finished Airing,None,6.34,6245,6840,"Action, Adventure, Military, Sci-Fi"
1583,009-1,TV,Manga,Finished Airing,R - 17+ (violence & profanity),6.34,6205,3263,"Action, Mecha, Sci-Fi, Seinen"
1584,Stratos 4 Advance Kanketsu-hen,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.04,3429,6722,"Comedy, Military, Sci-Fi"
1585,Spectral Force,OVA,Game,Finished Airing,PG-13 - Teens 13 or older,4.03,9445,7755,"Demons, Fantasy"
1586,Aoi Umi no Tristia,OVA,Visual novel,Finished Airing,PG - Children,5.81,7768,6326,"Adventure, Mecha"
1587,Tenpou Ibun: Ayakashi Ayashi,TV,Original,Finished Airing,R - 17+ (violence & profanity),7,3582,3394,"Supernatural, Demons, Historical"
1588,Mamoru-kun ni Megami no Shukufuku wo!,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.16,2968,2687,"Comedy, Romance, School"
1589,Bartender,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.46,1753,1448,"Drama, Seinen, Slice of Life"
1590,Legendz: Yomigaeru Ryuuou Densetsu,TV,Unknown,Finished Airing,G - All Ages,7.43,1894,7128,"Action, Adventure, Fantasy, Comedy"
1591,Kujibiki♥Unbalance,TV,Other,Finished Airing,PG-13 - Teens 13 or older,6.35,6190,3655,"Comedy, Romance, School"
1592,Hataraki Man,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.1,3205,2919,"Comedy, Drama, Romance, Seinen, Slice of Life"
1593,Azumanga Web Daioh,ONA,4-koma manga,Finished Airing,G - All Ages,6.77,4436,2424,"Comedy, School, Slice of Life"
1594,Jigoku Shoujo Futakomori,TV,Original,Finished Airing,R - 17+ (violence & profanity),8.04,509,862,"Mystery, Horror, Psychological, Supernatural"
1595,Inma Daitoshi: Beast City,OVA,Unknown,Finished Airing,Rx - Hentai,5.79,0,7261,Hentai
1596,Arcade Gamer Fubuki,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,5.35,8602,5278,"Action, Comedy, Ecchi, Parody, Shounen, Sports, Super Power"
1597,Panyo Panyo Di Gi Charat,TV,Unknown,Finished Airing,G - All Ages,6.82,4248,5520,Comedy
1598,Casshern: Robot Hunter,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.47,5713,4727,"Adventure, Mecha, Sci-Fi"
1599,Eat-Man &#039;98,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.87,4033,5730,"Action, Adventure, Sci-Fi, Shounen, Super Power"
1600,Galaxy Angel Rune,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.49,5643,5347,"Sci-Fi, Comedy"
1601,Red Garden,TV,Original,Finished Airing,R - 17+ (violence & profanity),7.17,2937,2037,"Drama, Mystery"
1602,Soukou no Strain,TV,Original,Finished Airing,R+ - Mild Nudity,7.13,3105,2890,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space"
1603,Super Robot Taisen OG: Divine Wars,TV,Game,Finished Airing,PG-13 - Teens 13 or older,6.92,3859,4590,"Action, Mecha, Sci-Fi"
1604,Katekyo Hitman Reborn!,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.31,230,173,"Action, Comedy, Shounen, Super Power"
1606,Kekkaishi,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.69,1135,1118,"Adventure, Comedy, Fantasy, Shounen"
1607,Venus Versus Virus,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.49,5660,2459,"Drama, Romance, Supernatural"
1608,Salaryman Kintarou,TV,Manga,Finished Airing,R+ - Mild Nudity,7.59,1389,4787,"Comedy, Drama, Seinen"
1609,Mai-Otome Zwei,OVA,Original,Finished Airing,R+ - Mild Nudity,7.34,2281,2993,"Action, Magic"
1611,Galerians: Rion,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),5.65,8102,6558,"Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural"
1613,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,OVA,Unknown,Finished Airing,G - All Ages,5.55,8273,6663,"Fantasy, Comedy"
1614,Captain Tsubasa: Road to 2002,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.46,1755,2243,"Action, Shounen, Sports"
1617,Massugu ni Ikou.,TV,Manga,Finished Airing,PG - Children,6.65,4979,6825,"Comedy, Josei, Romance, Slice of Life"
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),TV,Novel,Finished Airing,PG-13 - Teens 13 or older,6.7,4774,5898,"Action, Sci-Fi, Adventure"
1619,Negima!? Haru Special!?,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.18,2895,3014,"Ecchi, Fantasy, Magic, Comedy, Harem, Romance, Super Power, Shounen"
1620,Maps,OVA,Manga,Finished Airing,R+ - Mild Nudity,5.88,7626,7876,"Action, Sci-Fi, Adventure, Space, Comedy, Shounen"
1621,Haru no Ashioto The Movie: Ourin Dakkan,Movie,Visual novel,Finished Airing,PG-13 - Teens 13 or older,4.97,9062,7591,"Action, Comedy, School"
1622,Kai Doh Maru,OVA,Original,Finished Airing,R - 17+ (violence & profanity),5.68,8036,4464,"Action, Fantasy, Historical, Magic"
1623,G-On Riders,TV,Original,Finished Airing,R - 17+ (violence & profanity),5.93,7496,5936,"Action, Sci-Fi, Comedy, School"
1624,To Heart 2 Special,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.45,5827,6065,"Romance, School, Drama"
1625,Soul Link Special,Special,Visual novel,Finished Airing,PG-13 - Teens 13 or older,5.94,7489,6629,"Ecchi, Adventure, Space, Comedy, Romance, Military, Sci-Fi"
1626,Genma Taisen,Movie,Manga,Finished Airing,R - 17+ (violence & profanity),5.08,8957,6086,"Action, Adventure, Comedy, Drama, Mecha, Sci-Fi, Shounen"
1627,Choushin Hime Dangaizer 3,OVA,Unknown,Finished Airing,R+ - Mild Nudity,5.43,8510,7960,"Adventure, Ecchi, Mecha, Sci-Fi"
1628,Maou Dante,TV,Manga,Finished Airing,R - 17+ (violence & profanity),6.23,6652,4809,"Action, Demons, Horror, Shounen, Supernatural"
1629,Devilman Lady,TV,Manga,Finished Airing,R+ - Mild Nudity,6.83,4180,3423,"Action, Psychological, Drama, Horror"
1630,Yousei Hime Ren,OVA,Original,Finished Airing,R+ - Mild Nudity,6.26,6565,6244,"Adventure, Comedy, Fantasy"
1631,Eureka Seven: Navigation ray=out,Special,Original,Finished Airing,PG-13 - Teens 13 or older,7.05,3365,3695,"Sci-Fi, Mecha"
1632,Shintaisou: Shin,OVA,Visual novel,Finished Airing,Rx - Hentai,6.21,0,5720,"Hentai, School"
1633,Shintaisou: Kari,OVA,Visual novel,Finished Airing,Rx - Hentai,6.42,0,4983,Hentai
1634,Ai Shimai: Futari no Kajitsu,OVA,Visual novel,Finished Airing,Rx - Hentai,6.59,0,4135,Hentai
1635,Ai Shimai 2: Futari no Kajitsu,OVA,Visual novel,Finished Airing,Rx - Hentai,6.59,0,4480,Hentai
1636,Ai Shimai Tsubomi... Kegashite Kudasai,OVA,Visual novel,Finished Airing,Rx - Hentai,6.17,0,5052,Hentai
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,OVA,Manga,Finished Airing,R+ - Mild Nudity,7,3569,4121,"Drama, Historical, Romance, Shoujo, Shounen Ai"
1638,Peter Pan no Bouken,TV,Unknown,Finished Airing,G - All Ages,6.89,3966,6268,"Adventure, Fantasy"
1639,Boku no Pico,OVA,Original,Finished Airing,Rx - Hentai,4.99,0,1057,"Hentai, Yaoi"
1640,Angel&#039;s Feather,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,5.58,8228,2980,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai"
1641,Iron Virgin Jun,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),4.65,9290,7760,"Action, Fantasy, Martial Arts, Comedy, Super Power"
1642,Sugar Sugar Rune,TV,Manga,Finished Airing,PG - Children,7.54,1537,2613,"Fantasy, Magic, Shoujo"
1643,Sailor Victory,OVA,Original,Finished Airing,R+ - Mild Nudity,5.88,7600,8222,"Action, Comedy, Mecha, Sci-Fi"
1644,Princess Rouge,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,5.91,7528,7820,"Fantasy, Romance"
1645,Herlock Saga: Nibelung no Yubiwa,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),6.85,4104,5321,"Action, Sci-Fi, Adventure, Space, Drama, Seinen"
1647,Kakugo no Susume,OVA,Manga,Finished Airing,R+ - Mild Nudity,4.51,9352,4734,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power"
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.96,3721,5066,"Comedy, Romance, Sci-Fi"
1650,Uchuu Senkan Yamato,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.69,1141,3096,"Action, Military, Sci-Fi, Adventure, Space, Drama"
1651,Uchuu Senkan Yamato 2,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.58,1417,5019,"Action, Military, Sci-Fi, Adventure, Space, Drama"
1652,Uchuu Senkan Yamato III,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.24,2668,5690,"Action, Military, Sci-Fi, Adventure, Space, Drama"
1654,Kashimashi: Girl Meets Girl OVA,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.89,3954,3406,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life"
1655,Nerima Daikon Brothers,TV,Unknown,Finished Airing,R+ - Mild Nudity,7.43,1901,4447,"Comedy, Music"
1656,PostPet Momobin,TV,Unknown,Finished Airing,G - All Ages,5.55,8285,10698,"Comedy, Kids"
1657,Byston Well Monogatari: Garzey no Tsubasa,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,4.14,9420,3834,"Action, Fantasy"
1658,Karakuri no Kimi,OVA,Unknown,Finished Airing,R+ - Mild Nudity,6.64,5014,5474,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural"
1659,Mai-Otome Specials,Special,Original,Finished Airing,PG-13 - Teens 13 or older,7.08,3270,4881,"Fantasy, Magic, Comedy, Drama"
1660,Kurogane Communication,TV,Manga,Finished Airing,R+ - Mild Nudity,6.7,4765,5620,"Action, Sci-Fi, Adventure, Drama"
1661,Cutey Honey,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.59,5242,3773,"Action, Sci-Fi, School"
1662,Space Fantasia 2001 Nights,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.44,5823,7211,"Drama, Sci-Fi, Seinen, Space"
1663,Haha wo Tazunete Sanzenri,TV,Book,Finished Airing,G - All Ages,7.4,2014,4879,"Adventure, Drama, Historical, Slice of Life"
1664,Babel Nisei (2001),TV,Manga,Finished Airing,PG-13 - Teens 13 or older,5.84,7704,6936,"Action, Adventure, Supernatural, Mystery, Sci-Fi, Shounen"
1665,Babel Nisei (OVA),OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.94,7475,7441,"Action, Sci-Fi, Mecha"
1666,Babel Nisei,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.44,5835,8440,"Sci-Fi, Adventure, Supernatural, Shounen"
1667,Barom One,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,5.45,8448,8207,"Action, Sci-Fi, Supernatural, Shounen"
1668,Bakuten Shoot Beyblade G Revolution,TV,Manga,Finished Airing,PG - Children,7.01,3522,2210,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
1669,Bakuten Shoot Beyblade 2002,TV,Manga,Finished Airing,PG - Children,6.76,4483,1906,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
1670,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,Movie,Manga,Finished Airing,G - All Ages,6.67,4877,4379,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,OVA,Novel,Finished Airing,PG-13 - Teens 13 or older,6.36,6171,7610,"Action, Sci-Fi, Adventure"
1672,Bomberman B-Daman Bakugaiden,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.64,5000,7092,"Comedy, Sci-Fi, Shounen"
1673,Bomberman B-Daman Bakugaiden Victory,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.59,5238,7988,"Sci-Fi, Shounen"
1674,Captain Tsubasa J,TV,Manga,Finished Airing,G - All Ages,7.36,2174,2819,"Action, Shounen, Sports"
1675,Transformers Micron Densetsu,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.8,4341,4562,"Action, Mecha, Sci-Fi, Shounen"
1676,Cosmo Warrior Zero,TV,Game,Finished Airing,PG-13 - Teens 13 or older,6.66,4922,5788,"Action, Adventure, Military, Sci-Fi, Space"
1677,Cosmo Warrior Zero Gaiden,Special,Game,Finished Airing,PG-13 - Teens 13 or older,6.51,5547,7438,"Adventure, Drama, Military, Sci-Fi, Space"
1678,Cyborg 009: The Cyborg Soldier,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.36,2179,2744,"Action, Sci-Fi, Adventure, Mecha, Shounen"
1679,Green Green Specials,OVA,Unknown,Finished Airing,R+ - Mild Nudity,6.35,6183,3940,"Comedy, Ecchi, Romance, Slice of Life"
1681,Brave Story,Movie,Novel,Finished Airing,G - All Ages,7.54,1515,2116,"Action, Adventure, Fantasy, Kids, Magic, Supernatural"
1682,Baldr Force Exe Resolution,OVA,Visual novel,Finished Airing,R+ - Mild Nudity,6.58,5271,3201,"Action, Drama, Mecha, Sci-Fi"
1683,Di Gi Charat Nyo,TV,Unknown,Finished Airing,G - All Ages,7.21,2769,5113,"Comedy, Fantasy, Sci-Fi"
1684,Dotto Koni-chan,TV,Original,Finished Airing,None,7.42,1927,7123,Comedy
1685,Duel Masters,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,5.91,7537,3003,"Action, Adventure, Comedy, Shounen"
1686,Bleach Movie 1: Memories of Nobody,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.55,1485,455,"Action, Adventure, Super Power"
1688,Nanatsu-iro★Drops,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,7.12,3134,2801,"Magic, Romance, School"
1689,Byousoku 5 Centimeter,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,7.95,610,96,"Drama, Romance, Slice of Life"
1690,Bokurano,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.75,981,869,"Sci-Fi, Psychological, Drama, Mecha"
1691,Kaze no Stigma,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.44,1851,254,"Action, Magic, Romance, Fantasy, Shounen"
1692,_Summer,OVA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,5.8,7814,4081,"Drama, Harem, Romance"
1693,Reideen,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.63,5082,4399,"Action, Mecha, Sci-Fi"
1694,iDOLM@STER Xenoglossia,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.63,5066,2855,"Action, Comedy, Mecha, Sci-Fi"
1695,Les Misérables: Shoujo Cosette,TV,Novel,Finished Airing,G - All Ages,7.97,588,3275,"Slice of Life, Historical, Drama, Shoujo"
1696,Murder Princess,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),7.1,3210,1660,"Action, Adventure, Fantasy"
1698,Nodame Cantabile,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.41,163,381,"Music, Slice of Life, Comedy, Drama, Romance, Josei"
1699,Romeo x Juliet,TV,Book,Finished Airing,PG-13 - Teens 13 or older,7.8,885,740,"Drama, Fantasy, Historical, Romance"
1701,Boku no Marie,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.39,6027,6090,"Comedy, Ecchi, Romance, Sci-Fi, Seinen"
1702,Yoru ga Kuru!,OVA,Visual novel,Finished Airing,Rx - Hentai,5.85,0,6681,"Demons, Hentai, Horror, Super Power, Supernatural"
1703,Tokyo Tribe 2,TV,Unknown,Finished Airing,R+ - Mild Nudity,6.89,3970,4303,"Action, Drama"
1704,Eat-Man,TV,Manga,Finished Airing,R - 17+ (violence & profanity),6.62,5113,4840,"Action, Adventure, Sci-Fi, Shounen, Super Power"
1705,Genma Taisen: Shinwa Zenya no Shou,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,5.25,8748,8159,"Adventure, Drama, Horror, Sci-Fi, Shounen, Supernatural"
1706,Gun Frontier,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.67,4884,4522,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen"
1707,Kinnikuman II Sei,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.95,3742,3929,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen"
1708,Majuu Sensen: The Apocalypse,TV,Manga,Finished Airing,R+ - Mild Nudity,5.62,8159,8122,"Action, Super Power, Demons, Supernatural, Shounen"
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,Special,Game,Finished Airing,PG - Children,7.14,3050,1579,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
1710,Rockman.EXE,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.02,3506,2417,"Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen"
1711,Ryuusei Sentai Musumet,TV,Unknown,Finished Airing,R - 17+ (violence & profanity),5.99,7376,7184,"Adventure, Comedy, Ecchi, Romance, Sci-Fi"
1712,Shin Seiki Den Mars,TV,Manga,Finished Airing,None,5.79,7824,8871,"Mecha, Sci-Fi, Shounen"
1713,Submarine Super 99,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.41,5977,8399,"Action, Military, Sci-Fi, Adventure, Shounen"
1718,Winter Garden,Special,Unknown,Finished Airing,G - All Ages,6.69,4824,4563,"Drama, Romance, Shoujo, Slice of Life"
1719,Rozen Maiden: Ouvertüre,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,7.8,884,1554,"Action, Comedy, Drama, Magic, Seinen"
1720,To Heart 2 OVA,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,7,3584,4790,"Comedy, Drama, Harem, Romance, School"
1721,Hitohira,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.85,4106,2990,"Drama, Romance, School, Slice of Life"
1722,Nagasarete Airantou,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.38,2118,1328,"Comedy, Ecchi, Fantasy, Harem, Romance"
1723,Clannad Movie,Movie,Visual novel,Finished Airing,PG-13 - Teens 13 or older,7.32,2328,749,"Drama, Romance, Fantasy, School"
1724,Saint October,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.48,5693,5123,"Adventure, Fantasy"
1725,Keitai Shoujo,ONA,Visual novel,Finished Airing,PG-13 - Teens 13 or older,5.38,8566,5273,"Comedy, Romance, School, Drama"
1726,Devil May Cry,TV,Game,Finished Airing,R - 17+ (violence & profanity),7.11,3152,371,"Action, Demons, Fantasy"
1727,Shinkyoku Soukai Polyphonica,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.93,3822,2305,"Music, Drama, Romance, Fantasy, School"
1728,Super GALS! Kotobuki Ran,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.52,1587,3384,"Comedy, Slice of Life, Shoujo"
1729,Maria-sama ga Miteru 3rd,OVA,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.95,619,3137,"Drama, School, Shoujo Ai, Slice of Life"
1731,Tales of Symphonia The Animation: Sylvarant-hen,OVA,Game,Finished Airing,PG-13 - Teens 13 or older,7.26,2589,1753,"Action, Adventure, Magic, Martial Arts, Fantasy"
1732,Negima!? Natsu Special!?,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.21,2786,3167,"Ecchi, Fantasy, Comedy, Romance"
1733,eX-Driver: Nina & Rei Danger Zone,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,6.6,5200,6177,"Action, Cars, Sci-Fi"
1734,Ajimu: Kaigan Monogatari,ONA,Original,Finished Airing,PG-13 - Teens 13 or older,6.44,5833,3630,"Comedy, Drama, Romance, School"
1735,Naruto: Shippuuden,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.18,337,20,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
1736,B&#039;T X Neo,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.28,2483,5750,"Action, Adventure, Shounen"
1737,Uchuu Senshi Baldios,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.66,4949,8563,"Sci-Fi, Adventure, Space, Drama, Mecha, Shounen"
1738,Muteki Kanban Musume,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.19,2861,3180,"Action, Comedy, Martial Arts, Parody, Shounen"
1739,Shibawanko no Wa no Kokoro,TV,Unknown,Finished Airing,G - All Ages,6.48,12039,9718,Kids
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,TV,Manga,Finished Airing,R - 17+ (violence & profanity),5.78,7845,8636,"Action, Police, Drama, Seinen"
1741,Hit wo Nerae! Specials,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.58,8234,7933,"Comedy, Ecchi"
1742,Souryuuden,OVA,Novel,Finished Airing,R - 17+ (violence & profanity),6.69,4818,7071,"Mystery, Super Power, Supernatural, Drama"
1743,Super Milk-chan,TV,Unknown,Finished Airing,R+ - Mild Nudity,5.86,7681,6005,"Action, Comedy, Parody, Sci-Fi"
1744,Wagamama☆Fairy Mirumo de Pon!,TV,Manga,Finished Airing,G - All Ages,7.43,1915,3546,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo"
1745,Wild 7 Another Bouryaku Unga,TV,Manga,Finished Airing,R+ - Mild Nudity,5.39,8555,9611,"Action, Adventure, Police, Shounen"
1746,Zoids Fuzors,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.54,5474,4000,"Adventure, Mecha, Sci-Fi, Shounen"
1747,Freedom,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,7.55,1491,2949,"Action, Sci-Fi, Adventure, Space"
1748,Piyoko ni Omakase pyo!,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.78,4417,7199,"Comedy, Sci-Fi, Shounen"
1749,Amaenaide yo!!: Yasumanaide yo!!,Special,Unknown,Finished Airing,R+ - Mild Nudity,6.77,4436,3449,"Ecchi, Comedy, Romance, Supernatural"
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,Special,Unknown,Finished Airing,R+ - Mild Nudity,6.72,4651,3572,"Ecchi, Comedy, Romance, Supernatural"
1751,Jikuu Bouken Nuumamonjaa,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.33,8633,4650,"Action, Comedy, Fantasy"
1752,Di Gi Charat: Hoshi no Tabi,Movie,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.71,4696,6602,Comedy
1753,Di Gi Charat: Kuchi Kara Bazooka,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.41,5952,7573,Comedy
1754,Di Gi Charat Summer Special 2000,Special,Unknown,Finished Airing,G - All Ages,6.62,5106,6942,Comedy
1755,Di Gi Charat Ohanami Special,Special,Unknown,Finished Airing,G - All Ages,6.8,4310,7107,Comedy
1756,Di Gi Charat Natsuyasumi Special,Special,Unknown,Finished Airing,G - All Ages,6.76,4489,7043,Comedy
1757,Di Gi Charat Christmas Special,Special,Unknown,Finished Airing,G - All Ages,6.74,4571,6559,Comedy
1758,Di Gi Charat Tsuyu Specials,Special,Unknown,Finished Airing,G - All Ages,6.7,4748,8028,Comedy
1759,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),5.66,8080,6454,"Action, Adventure, Historical, Sci-Fi, Shounen"
1760,Golgo 13,Movie,Manga,Finished Airing,R+ - Mild Nudity,6.88,3992,3935,"Action, Military, Adventure, Drama, Seinen"
1761,Golgo 13: Queen Bee,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.68,4844,4615,"Action, Adventure, Military, Drama, Seinen"
1762,Arslan Senki,OVA,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.01,3521,3194,"Action, Adventure, Drama, Fantasy, Historical"
1763,Midnight Panther,OVA,Manga,Finished Airing,Rx - Hentai,5.82,0,7525,"Action, Adventure, Fantasy, Hentai"
1764,Slam Dunk (Movie),Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.45,1826,3628,"Comedy, Drama, School, Shounen, Slice of Life, Sports"
1765,Vampire Sensou,OVA,Unknown,Finished Airing,R+ - Mild Nudity,4.71,9264,6392,"Super Power, Supernatural, Vampire"
1766,Youseiki Suikoden,OVA,Light novel,Finished Airing,R - 17+ (violence & profanity),5.74,7942,7308,"Action, Martial Arts, Fantasy"
1767,Psycho Diver: Mashou Bosatsu,OVA,Unknown,Finished Airing,R+ - Mild Nudity,5.87,7649,6217,"Horror, Psychological, Sci-Fi"
1768,Kikaider 01 The Animation,OVA,Other,Finished Airing,PG-13 - Teens 13 or older,6.92,3842,6845,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
1769,Oh! Super Milk-chan,TV,Original,Finished Airing,R - 17+ (violence & profanity),6.06,7215,5707,"Action, Parody, Comedy, Sci-Fi"
1770,Unbalance,OVA,Visual novel,Finished Airing,Rx - Hentai,5.92,0,7215,Hentai
1771,Ring ni Kakero 1: Nichibei Kessen-hen,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.75,4548,7762,"Action, Sports, Shounen"
1772,Seishoujo Kantai Virgin Fleet,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.36,8597,7972,"Fantasy, Military, School, Sci-Fi"
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,Movie,Unknown,Finished Airing,R - 17+ (violence & profanity),7.54,1525,4370,"Action, Adventure, Martial Arts"
1774,HeatGuy J Special,Special,Original,Finished Airing,PG-13 - Teens 13 or older,7.22,2720,7003,"Action, Adventure, Mecha, Police, Sci-Fi"
1775,Jikuu Tenshou Nazca,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,5.78,7838,5328,"Action, Adventure, Drama, Magic, Fantasy"
1776,Bulg-eunmae,Movie,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.59,8209,8889,"Super Power, Martial Arts"
1777,Kaze no Tairiku,Movie,Light novel,Finished Airing,PG-13 - Teens 13 or older,6.3,6395,5863,"Action, Adventure, Fantasy, Supernatural"
1778,Dae Jang Geum: Jang Geum&#039;s Dream,TV,Other,Finished Airing,PG - Children,7.22,2710,7079,"Adventure, Comedy, Historical"
1779,Bakunyuu Shimai,OVA,Original,Finished Airing,Rx - Hentai,6.31,0,5989,Hentai
1780,Choukou Tenshi Escalayer,OVA,Visual novel,Finished Airing,Rx - Hentai,6.65,0,4066,"Demons, Hentai, Sci-Fi, Super Power"
1781,Hi.Me.Go.To,OVA,Unknown,Finished Airing,Rx - Hentai,6.32,0,5886,Hentai
